,ticker,wr_range,long_trigger,short_trigger,hold_return_pct,trade_return_pct,delta_return,delta_return_pct_diff
0,MAX,5,-61,-72,0.1731568016614744,0.202869,0.02971219833852559,0.1715912863568226
0,MAX,5,-58,-45,0.1731568016614744,0.49381,0.3206531983385256,1.8518082758620718
0,MAX,5,-58,-48,0.1731568016614744,0.49381,0.3206531983385256,1.8518082758620718
0,MAX,5,-58,-51,0.1731568016614744,0.542849,0.3696921983385256,2.1350140149925068
0,MAX,5,-58,-54,0.1731568016614744,0.370944,0.1977871983385256,1.1422433103448295
0,MAX,5,-58,-57,0.1731568016614744,0.162935,-0.010221801661474406,-0.059032053973012664
0,MAX,5,-58,-60,0.1731568016614744,0.162935,-0.010221801661474406,-0.059032053973012664
0,MAX,5,-58,-63,0.1731568016614744,0.162935,-0.010221801661474406,-0.059032053973012664
0,MAX,5,-58,-66,0.1731568016614744,0.162935,-0.010221801661474406,-0.059032053973012664
0,MAX,5,-58,-69,0.1731568016614744,0.268847,0.0956901983385256,0.5526216551724152
0,MAX,5,-58,-72,0.1731568016614744,0.295922,0.12276519833852562,0.7089828245877078
0,MAX,5,-55,-45,0.1731568016614744,0.440899,0.2677421983385256,1.5462413013493275
0,MAX,5,-55,-48,0.1731568016614744,0.440899,0.2677421983385256,1.5462413013493275
0,MAX,5,-55,-51,0.1731568016614744,0.488204,0.3150471983385256,1.8194329955022517
0,MAX,5,-55,-54,0.1731568016614744,0.328839,0.1556821983385256,0.8990822008995519
0,MAX,5,-55,-57,0.1731568016614744,0.156368,-0.016788801661474395,-0.09695721739130349
0,MAX,5,-55,-60,0.1731568016614744,0.156368,-0.016788801661474395,-0.09695721739130349
0,MAX,5,-55,-63,0.1731568016614744,0.156368,-0.016788801661474395,-0.09695721739130349
0,MAX,5,-55,-66,0.1731568016614744,0.156368,-0.016788801661474395,-0.09695721739130349
0,MAX,5,-55,-69,0.1731568016614744,0.261668,0.08851119833852561,0.5111621229385321
0,MAX,5,-55,-72,0.1731568016614744,0.261668,0.08851119833852561,0.5111621229385321
0,MAX,5,-52,-45,0.1731568016614744,0.412113,0.2389561983385256,1.379998914542731
0,MAX,5,-52,-48,0.1731568016614744,0.412113,0.2389561983385256,1.379998914542731
0,MAX,5,-52,-51,0.1731568016614744,0.294022,0.1208651983385256,0.6980101109445292
0,MAX,5,-52,-54,0.1731568016614744,0.328839,0.1556821983385256,0.8990822008995519
0,MAX,5,-52,-57,0.1731568016614744,0.156368,-0.016788801661474395,-0.09695721739130349
0,MAX,5,-52,-60,0.1731568016614744,0.156368,-0.016788801661474395,-0.09695721739130349
0,MAX,5,-52,-63,0.1731568016614744,0.156368,-0.016788801661474395,-0.09695721739130349
0,MAX,5,-52,-66,0.1731568016614744,0.156368,-0.016788801661474395,-0.09695721739130349
0,MAX,5,-52,-69,0.1731568016614744,0.261668,0.08851119833852561,0.5111621229385321
0,MAX,5,-52,-72,0.1731568016614744,0.261668,0.08851119833852561,0.5111621229385321
0,MAX,5,-49,-45,0.1731568016614744,0.457761,0.28460419833852557,1.643621247376314
0,MAX,5,-49,-48,0.1731568016614744,0.457761,0.28460419833852557,1.643621247376314
0,MAX,5,-49,-51,0.1731568016614744,0.335845,0.1626881983385256,0.9395426386806615
0,MAX,5,-49,-54,0.1731568016614744,0.407919,0.23476219833852557,1.3557780929535252
0,MAX,5,-49,-57,0.1731568016614744,0.219794,0.04663719833852559,0.2693350644677672
0,MAX,5,-49,-60,0.1731568016614744,0.219794,0.04663719833852559,0.2693350644677672
0,MAX,5,-49,-63,0.1731568016614744,0.219794,0.04663719833852559,0.2693350644677672
0,MAX,5,-49,-66,0.1731568016614744,0.219794,0.04663719833852559,0.2693350644677672
0,MAX,5,-49,-69,0.1731568016614744,0.261668,0.08851119833852561,0.5111621229385321
0,MAX,5,-49,-72,0.1731568016614744,0.261668,0.08851119833852561,0.5111621229385321
0,MAX,5,-46,-45,0.1731568016614744,0.319918,0.14676119833852558,0.8475624227886073
0,MAX,5,-46,-48,0.1731568016614744,0.319918,0.14676119833852558,0.8475624227886073
0,MAX,5,-46,-51,0.1731568016614744,0.187108,0.013951198338525594,0.08056973913043573
0,MAX,5,-46,-54,0.1731568016614744,0.251154,0.07799719833852559,0.4504425907046489
0,MAX,5,-46,-57,0.1731568016614744,0.083977,-0.0891798016614744,-0.5150233823088451
0,MAX,5,-46,-60,0.1731568016614744,0.083977,-0.0891798016614744,-0.5150233823088451
0,MAX,5,-46,-63,0.1731568016614744,0.083977,-0.0891798016614744,-0.5150233823088451
0,MAX,5,-46,-66,0.1731568016614744,0.083977,-0.0891798016614744,-0.5150233823088451
0,MAX,5,-46,-69,0.1731568016614744,0.121186,-0.0519708016614744,-0.30013722338830523
0,MAX,5,-46,-72,0.1731568016614744,0.121186,-0.0519708016614744,-0.30013722338830523
0,MAX,5,-43,-45,0.1731568016614744,0.180021,0.0068641983385255845,0.039641517241380174
0,MAX,5,-43,-48,0.1731568016614744,0.180021,0.0068641983385255845,0.039641517241380174
0,MAX,5,-43,-51,0.1731568016614744,0.097096,-0.0760608016614744,-0.43925968215892003
0,MAX,5,-43,-54,0.1731568016614744,0.156287,-0.016869801661474393,-0.0974250014992495
0,MAX,5,-43,-57,0.1731568016614744,0.001781,-0.1713758016614744,-0.9897145247376311
0,MAX,5,-43,-60,0.1731568016614744,0.001781,-0.1713758016614744,-0.9897145247376311
0,MAX,5,-43,-63,0.1731568016614744,0.001781,-0.1713758016614744,-0.9897145247376311
0,MAX,5,-43,-66,0.1731568016614744,0.001781,-0.1713758016614744,-0.9897145247376311
0,MAX,5,-43,-69,0.1731568016614744,0.036174,-0.13698280166147442,-0.7910910824587705
0,MAX,5,-43,-72,0.1731568016614744,0.036174,-0.13698280166147442,-0.7910910824587705
0,MAX,5,-40,-45,0.1731568016614744,0.046608,-0.12654880166147442,-0.7308335592203896
0,MAX,5,-40,-48,0.1731568016614744,0.046608,-0.12654880166147442,-0.7308335592203896
0,MAX,5,-40,-51,0.1731568016614744,-0.026953,-0.2001098016614744,-1.1556566056971516
0,MAX,5,-40,-54,0.1731568016614744,0.025549,-0.1476078016614744,-0.8524516521739129
0,MAX,5,-40,-57,0.1731568016614744,-0.111489,-0.2846458016614744,-1.6438615112443784
0,MAX,5,-40,-60,0.1731568016614744,-0.111489,-0.2846458016614744,-1.6438615112443784
0,MAX,5,-40,-63,0.1731568016614744,-0.111489,-0.2846458016614744,-1.6438615112443784
0,MAX,5,-40,-66,0.1731568016614744,-0.111489,-0.2846458016614744,-1.6438615112443784
0,MAX,5,-40,-69,0.1731568016614744,-0.080986,-0.2541428016614744,-1.4677032563718144
0,MAX,5,-40,-72,0.1731568016614744,-0.080986,-0.2541428016614744,-1.4677032563718144
0,MAX,5,-37,-45,0.1731568016614744,0.032957,-0.1401998016614744,-0.8096696191904046
0,MAX,5,-37,-48,0.1731568016614744,0.032957,-0.1401998016614744,-0.8096696191904046
0,MAX,5,-37,-51,0.1731568016614744,0.082407,-0.09074980166147441,-0.5240903088455768
0,MAX,5,-37,-54,0.1731568016614744,-0.008047,-0.1812038016614744,-1.0464723298350824
0,MAX,5,-37,-57,0.1731568016614744,-0.1406,-0.3137568016614744,-1.8119808095952032
0,MAX,5,-37,-60,0.1731568016614744,-0.1406,-0.3137568016614744,-1.8119808095952032
0,MAX,5,-37,-63,0.1731568016614744,-0.1406,-0.3137568016614744,-1.8119808095952032
0,MAX,5,-37,-66,0.1731568016614744,-0.1406,-0.3137568016614744,-1.8119808095952032
0,MAX,5,-37,-69,0.1731568016614744,-0.111094,-0.28425080166147443,-1.6415803418290862
0,MAX,5,-37,-72,0.1731568016614744,-0.111094,-0.28425080166147443,-1.6415803418290862
0,MAX,5,-34,-45,0.1731568016614744,0.053581,-0.11957580166147441,-0.6905637001499249
0,MAX,5,-34,-48,0.1731568016614744,0.053581,-0.11957580166147441,-0.6905637001499249
0,MAX,5,-34,-51,0.1731568016614744,0.053581,-0.11957580166147441,-0.6905637001499249
0,MAX,5,-34,-54,0.1731568016614744,-0.03446,-0.2076168016614744,-1.1990103748125938
0,MAX,5,-34,-57,0.1731568016614744,-0.163473,-0.3366298016614744,-1.94407495652174
0,MAX,5,-34,-60,0.1731568016614744,-0.163473,-0.3366298016614744,-1.94407495652174
0,MAX,5,-34,-63,0.1731568016614744,-0.163473,-0.3366298016614744,-1.94407495652174
0,MAX,5,-34,-66,0.1731568016614744,-0.163473,-0.3366298016614744,-1.94407495652174
0,MAX,5,-34,-69,0.1731568016614744,-0.13476,-0.3079168016614744,-1.778254152923539
0,MAX,5,-34,-72,0.1731568016614744,-0.13476,-0.3079168016614744,-1.778254152923539
0,MAX,5,-31,-45,0.1731568016614744,0.053581,-0.11957580166147441,-0.6905637001499249
0,MAX,5,-31,-48,0.1731568016614744,0.053581,-0.11957580166147441,-0.6905637001499249
0,MAX,5,-31,-51,0.1731568016614744,0.053581,-0.11957580166147441,-0.6905637001499249
0,MAX,5,-31,-54,0.1731568016614744,-0.03446,-0.2076168016614744,-1.1990103748125938
0,MAX,5,-31,-57,0.1731568016614744,-0.163473,-0.3366298016614744,-1.94407495652174
0,MAX,5,-31,-60,0.1731568016614744,-0.163473,-0.3366298016614744,-1.94407495652174
0,MAX,5,-31,-63,0.1731568016614744,-0.163473,-0.3366298016614744,-1.94407495652174
0,MAX,5,-31,-66,0.1731568016614744,-0.163473,-0.3366298016614744,-1.94407495652174
0,MAX,5,-31,-69,0.1731568016614744,-0.13476,-0.3079168016614744,-1.778254152923539
0,MAX,5,-31,-72,0.1731568016614744,-0.13476,-0.3079168016614744,-1.778254152923539
0,MAX,5,-28,-45,0.1731568016614744,0.041499,-0.1316578016614744,-0.760338608695652
0,MAX,5,-28,-48,0.1731568016614744,0.041499,-0.1316578016614744,-0.760338608695652
0,MAX,5,-28,-51,0.1731568016614744,0.041499,-0.1316578016614744,-0.760338608695652
0,MAX,5,-28,-54,0.1731568016614744,-0.045534,-0.2186908016614744,-1.2629639700149926
0,MAX,5,-28,-57,0.1731568016614744,-0.173065,-0.3462218016614744,-1.9994698350824598
0,MAX,5,-28,-60,0.1731568016614744,-0.173065,-0.3462218016614744,-1.9994698350824598
0,MAX,5,-28,-63,0.1731568016614744,-0.173065,-0.3462218016614744,-1.9994698350824598
0,MAX,5,-28,-66,0.1731568016614744,-0.173065,-0.3462218016614744,-1.9994698350824598
0,MAX,5,-28,-69,0.1731568016614744,-0.144681,-0.3178378016614744,-1.8355490434782618
0,MAX,5,-28,-72,0.1731568016614744,-0.144681,-0.3178378016614744,-1.8355490434782618
0,MAX,10,-85,-45,0.15842091771340683,-0.124566,-0.28298691771340684,-1.7862976796116505
0,MAX,10,-85,-48,0.15842091771340683,-0.130376,-0.2887969177134068,-1.822972129449838
0,MAX,10,-85,-51,0.15842091771340683,-0.130376,-0.2887969177134068,-1.822972129449838
0,MAX,10,-85,-54,0.15842091771340683,-0.130376,-0.2887969177134068,-1.822972129449838
0,MAX,10,-85,-57,0.15842091771340683,-0.064763,-0.22318391771340684,-1.4088033381877023
0,MAX,10,-85,-60,0.15842091771340683,-0.069234,-0.22765491771340685,-1.4370256213592234
0,MAX,10,-85,-63,0.15842091771340683,-0.069234,-0.22765491771340685,-1.4370256213592234
0,MAX,10,-85,-66,0.15842091771340683,-0.099816,-0.25823691771340684,-1.6300683106796117
0,MAX,10,-85,-69,0.15842091771340683,-0.099816,-0.25823691771340684,-1.6300683106796117
0,MAX,10,-85,-72,0.15842091771340683,-0.126065,-0.2844859177134068,-1.7957598139158575
0,MAX,10,-82,-45,0.15842091771340683,0.087688,-0.07073291771340683,-0.4464872362459547
0,MAX,10,-82,-48,0.15842091771340683,0.066631,-0.09178991771340683,-0.5794052896440129
0,MAX,10,-82,-51,0.15842091771340683,0.066631,-0.09178991771340683,-0.5794052896440129
0,MAX,10,-82,-54,0.15842091771340683,0.066631,-0.09178991771340683,-0.5794052896440129
0,MAX,10,-82,-57,0.15842091771340683,0.147105,-0.011315917713406815,-0.07142944174757278
0,MAX,10,-82,-60,0.15842091771340683,0.141621,-0.01679991771340683,-0.10604608252427192
0,MAX,10,-82,-63,0.15842091771340683,0.141621,-0.01679991771340683,-0.10604608252427192
0,MAX,10,-82,-66,0.15842091771340683,0.104101,-0.05431991771340683,-0.34288349352750813
0,MAX,10,-82,-69,0.15842091771340683,0.104101,-0.05431991771340683,-0.34288349352750813
0,MAX,10,-82,-72,0.15842091771340683,0.071909,-0.08651191771340683,-0.5460889822006473
0,MAX,10,-79,-45,0.15842091771340683,0.317576,0.1591550822865932,1.0046342653721683
0,MAX,10,-79,-48,0.15842091771340683,0.292076,0.13365508228659317,0.8436706731391584
0,MAX,10,-79,-51,0.15842091771340683,0.292076,0.13365508228659317,0.8436706731391584
0,MAX,10,-79,-54,0.15842091771340683,0.196336,0.03791508228659318,0.23933128802588996
0,MAX,10,-79,-57,0.15842091771340683,0.275172,0.1167510822865932,0.7369675922330098
0,MAX,10,-79,-60,0.15842091771340683,0.269081,0.11066008228659319,0.6985193867313916
0,MAX,10,-79,-63,0.15842091771340683,0.223267,0.06484608228659317,0.409327778317152
0,MAX,10,-79,-66,0.15842091771340683,0.183058,0.02463708228659317,0.15551659870550155
0,MAX,10,-79,-69,0.15842091771340683,0.183058,0.02463708228659317,0.15551659870550155
0,MAX,10,-79,-72,0.15842091771340683,0.124567,-0.03385391771340683,-0.21369600809061495
0,MAX,10,-76,-45,0.15842091771340683,0.249984,0.09156308228659318,0.5779734368932039
0,MAX,10,-76,-48,0.15842091771340683,0.225793,0.06737208228659317,0.4252726423948219
0,MAX,10,-76,-51,0.15842091771340683,0.225793,0.06737208228659317,0.4252726423948219
0,MAX,10,-76,-54,0.15842091771340683,0.13497,-0.02345091771340682,-0.14802917475728156
0,MAX,10,-76,-57,0.15842091771340683,0.209762,0.051341082286593176,0.3240801974110032
0,MAX,10,-76,-60,0.15842091771340683,0.203981,0.04556008228659317,0.28758880420711963
0,MAX,10,-76,-63,0.15842091771340683,0.16053,0.002109082286593178,0.013313155339805803
0,MAX,10,-76,-66,0.15842091771340683,0.10166,-0.05676091771340683,-0.35829181229773466
0,MAX,10,-76,-69,0.15842091771340683,-0.086203,-0.24462391771340683,-1.544139001618123
0,MAX,10,-76,-72,0.15842091771340683,-0.131382,-0.2898029177134068,-1.8293223009708737
0,MAX,10,-73,-45,0.15842091771340683,0.812312,0.6538910822865932,4.127555197411003
0,MAX,10,-73,-48,0.15842091771340683,0.777236,0.6188150822865932,3.906145042071197
0,MAX,10,-73,-51,0.15842091771340683,0.777236,0.6188150822865932,3.906145042071197
0,MAX,10,-73,-54,0.15842091771340683,0.645534,0.4871130822865932,3.074802805825243
0,MAX,10,-73,-57,0.15842091771340683,0.753972,0.5955510822865931,3.759295747572815
0,MAX,10,-73,-60,0.15842091771340683,0.680095,0.5216740822865932,3.292962127831715
0,MAX,10,-73,-63,0.15842091771340683,0.619443,0.46102208228659314,2.9101086456310674
0,MAX,10,-73,-66,0.15842091771340683,0.425551,0.2671300822865932,1.6862046132686084
0,MAX,10,-73,-69,0.15842091771340683,0.182462,0.024041082286593185,0.15175446925566344
0,MAX,10,-73,-72,0.15842091771340683,0.123989,-0.034431917713406826,-0.2173445161812298
0,MAX,10,-70,-45,0.15842091771340683,0.595757,0.43733608228659315,2.760595561488673
0,MAX,10,-70,-48,0.15842091771340683,0.564863,0.4064420822865932,2.5655834352750806
0,MAX,10,-70,-51,0.15842091771340683,0.564863,0.4064420822865932,2.5655834352750806
0,MAX,10,-70,-54,0.15842091771340683,0.448906,0.2904850822865932,1.8336283268608415
0,MAX,10,-70,-57,0.15842091771340683,0.544395,0.38597408228659313,2.436383325242718
0,MAX,10,-70,-60,0.15842091771340683,0.400331,0.24191008228659316,1.5270084644012942
0,MAX,10,-70,-63,0.15842091771340683,0.289696,0.13127508228659318,0.8286474045307443
0,MAX,10,-70,-66,0.15842091771340683,0.13529,-0.023130917713406834,-0.14600923948220074
0,MAX,10,-70,-69,0.15842091771340683,-0.058308,-0.21672891771340683,-1.3680574563106795
0,MAX,10,-70,-72,0.15842091771340683,-0.10486,-0.26328091771340684,-1.6619075404530745
0,MAX,10,-67,-45,0.15842091771340683,0.565766,0.40734508228659316,2.5712834401294495
0,MAX,10,-67,-48,0.15842091771340683,0.522884,0.3644630822865932,2.300599488673139
0,MAX,10,-67,-51,0.15842091771340683,0.522884,0.3644630822865932,2.300599488673139
0,MAX,10,-67,-54,0.15842091771340683,0.410043,0.25162208228659316,1.5883134999999997
0,MAX,10,-67,-57,0.15842091771340683,0.502978,0.3445570822865932,2.1749468899676376
0,MAX,10,-67,-60,0.15842091771340683,0.362771,0.20435008228659318,1.289918561488673
0,MAX,10,-67,-63,0.15842091771340683,0.255109,0.09668808228659315,0.6103239627831712
0,MAX,10,-67,-66,0.15842091771340683,0.067085,-0.09133591771340682,-0.5765395064724919
0,MAX,10,-67,-69,0.15842091771340683,-0.114881,-0.27330191771340684,-1.72516307605178
0,MAX,10,-67,-72,0.15842091771340683,-0.140686,-0.2991069177134068,-1.888051919093851
0,MAX,10,-64,-45,0.15842091771340683,0.563495,0.40507408228659314,2.5569482119741096
0,MAX,10,-64,-48,0.15842091771340683,0.520673,0.3622520822865932,2.2866429983818772
0,MAX,10,-64,-51,0.15842091771340683,0.520673,0.3622520822865932,2.2866429983818772
0,MAX,10,-64,-54,0.15842091771340683,0.407998,0.2495770822865932,1.5754048511326861
0,MAX,10,-64,-57,0.15842091771340683,0.377873,0.2194520822865932,1.3852468818770225
0,MAX,10,-64,-60,0.15842091771340683,0.164801,0.006380082286593175,0.040272978964401254
0,MAX,10,-64,-63,0.15842091771340683,0.072792,-0.08562891771340683,-0.5405152233009709
0,MAX,10,-64,-66,0.15842091771340683,-0.00657,-0.16499091771340682,-1.0414717961165048
0,MAX,10,-64,-69,0.15842091771340683,-0.175977,-0.3343979177134068,-2.110819218446602
0,MAX,10,-64,-72,0.15842091771340683,-0.199997,-0.3584179177134068,-2.262440610032362
0,MAX,10,-61,-45,0.15842091771340683,0.415534,0.2571130822865932,1.6229743268608414
0,MAX,10,-61,-48,0.15842091771340683,0.313718,0.15529708228659317,0.980281420711974
0,MAX,10,-61,-51,0.15842091771340683,0.313718,0.15529708228659317,0.980281420711974
0,MAX,10,-61,-54,0.15842091771340683,0.21637,0.05794908228659318,0.3657918608414239
0,MAX,10,-61,-57,0.15842091771340683,0.190351,0.031930082286593164,0.20155218608414227
0,MAX,10,-61,-60,0.15842091771340683,0.006274,-0.15214691771340683,-0.960396644012945
0,MAX,10,-61,-63,0.15842091771340683,-0.073213,-0.23163391771340683,-1.4621422540453075
0,MAX,10,-61,-66,0.15842091771340683,-0.128825,-0.2872459177134068,-1.8131817556634302
0,MAX,10,-61,-69,0.15842091771340683,-0.277385,-0.4358059177134068,-2.750936707119741
0,MAX,10,-61,-72,0.15842091771340683,-0.277385,-0.4358059177134068,-2.750936707119741
0,MAX,10,-58,-45,0.15842091771340683,0.388245,0.22982408228659318,1.4507180339805825
0,MAX,10,-58,-48,0.15842091771340683,0.288388,0.12996708228659315,0.8203909190938509
0,MAX,10,-58,-51,0.15842091771340683,0.288388,0.12996708228659315,0.8203909190938509
0,MAX,10,-58,-54,0.15842091771340683,0.192928,0.03450708228659316,0.21781897734627817
0,MAX,10,-58,-57,0.15842091771340683,0.164716,0.006295082286593173,0.03973643365695788
