,Ticker,W%R_range,Long Trigger,Short Trigger,HODL_return,Trade Return,delta
438,SSTK,5,-20,-80,1.067645035542307,0.215783,-0.851862035542307
439,SSTK,5,-20,-90,1.067645035542307,0.145427,-0.9222180355423071
440,SSTK,5,-10,-20,1.067645035542307,0.86788,-0.19976503554230707
441,SSTK,5,-10,-30,1.067645035542307,0.867395,-0.20025003554230703
442,SSTK,5,-10,-40,1.067645035542307,0.552263,-0.5153820355423071
443,SSTK,5,-10,-50,1.067645035542307,0.294413,-0.773232035542307
444,SSTK,5,-10,-60,1.067645035542307,0.247666,-0.8199790355423071
445,SSTK,5,-10,-70,1.067645035542307,0.295635,-0.7720100355423071
446,SSTK,5,-10,-80,1.067645035542307,0.21218,-0.855465035542307
447,SSTK,5,-10,-90,1.067645035542307,0.018056,-1.049589035542307
448,SSTK,20,-80,-20,1.0372797107998193,0.539459,-0.49782071079981927
449,SSTK,20,-80,-30,1.0372797107998193,0.442121,-0.5951587107998193
450,SSTK,20,-80,-40,1.0372797107998193,1.469891,0.43261128920018077
451,SSTK,20,-80,-50,1.0372797107998193,0.17714,-0.8601397107998193
452,SSTK,20,-80,-60,1.0372797107998193,0.506918,-0.5303617107998193
453,SSTK,20,-80,-70,1.0372797107998193,0.128079,-0.9092007107998192
454,SSTK,20,-80,-80,1.0372797107998193,0.545454,-0.4918257107998193
455,SSTK,20,-80,-90,1.0372797107998193,0.559895,-0.47738471079981926
456,SSTK,20,-70,-20,1.0372797107998193,0.48153,-0.5557497107998193
457,SSTK,20,-70,-30,1.0372797107998193,0.353222,-0.6840577107998194
458,SSTK,20,-70,-40,1.0372797107998193,1.111534,0.07425428920018073
459,SSTK,20,-70,-50,1.0372797107998193,0.289024,-0.7482557107998193
460,SSTK,20,-70,-60,1.0372797107998193,0.618339,-0.4189407107998193
461,SSTK,20,-70,-70,1.0372797107998193,0.379611,-0.6576687107998194
462,SSTK,20,-70,-80,1.0372797107998193,0.401351,-0.6359287107998193
463,SSTK,20,-70,-90,1.0372797107998193,0.619281,-0.4179987107998193
464,SSTK,20,-60,-20,1.0372797107998193,0.433071,-0.6042087107998193
465,SSTK,20,-60,-30,1.0372797107998193,0.254309,-0.7829707107998193
466,SSTK,20,-60,-40,1.0372797107998193,1.151783,0.11450328920018071
467,SSTK,20,-60,-50,1.0372797107998193,0.201778,-0.8355017107998193
468,SSTK,20,-60,-60,1.0372797107998193,0.518998,-0.5182817107998193
469,SSTK,20,-60,-70,1.0372797107998193,0.523657,-0.5136227107998192
470,SSTK,20,-60,-80,1.0372797107998193,0.417063,-0.6202167107998193
471,SSTK,20,-60,-90,1.0372797107998193,0.569944,-0.4673357107998193
472,SSTK,20,-50,-20,1.0372797107998193,0.378955,-0.6583247107998194
473,SSTK,20,-50,-30,1.0372797107998193,0.128417,-0.9088627107998193
474,SSTK,20,-50,-40,1.0372797107998193,0.451916,-0.5853637107998193
475,SSTK,20,-50,-50,1.0372797107998193,-0.040698,-1.0779777107998192
476,SSTK,20,-50,-60,1.0372797107998193,0.383021,-0.6542587107998192
477,SSTK,20,-50,-70,1.0372797107998193,0.38236,-0.6549197107998193
478,SSTK,20,-50,-80,1.0372797107998193,0.428473,-0.6088067107998193
479,SSTK,20,-50,-90,1.0372797107998193,0.286019,-0.7512607107998193
480,SSTK,20,-40,-20,1.0372797107998193,0.045229,-0.9920507107998193
481,SSTK,20,-40,-30,1.0372797107998193,0.09441,-0.9428697107998193
482,SSTK,20,-40,-40,1.0372797107998193,-0.06988,-1.1071597107998192
483,SSTK,20,-40,-50,1.0372797107998193,0.070778,-0.9665017107998193
484,SSTK,20,-40,-60,1.0372797107998193,0.160012,-0.8772677107998192
485,SSTK,20,-40,-70,1.0372797107998193,0.116151,-0.9211287107998193
486,SSTK,20,-40,-80,1.0372797107998193,-0.005634,-1.0429137107998192
487,SSTK,20,-40,-90,1.0372797107998193,-0.088153,-1.1254327107998192
488,SSTK,20,-30,-20,1.0372797107998193,0.286567,-0.7507127107998193
489,SSTK,20,-30,-30,1.0372797107998193,0.309923,-0.7273567107998193
490,SSTK,20,-30,-40,1.0372797107998193,0.30181,-0.7354697107998193
491,SSTK,20,-30,-50,1.0372797107998193,0.190794,-0.8464857107998193
492,SSTK,20,-30,-60,1.0372797107998193,0.207233,-0.8300467107998193
493,SSTK,20,-30,-70,1.0372797107998193,0.27551,-0.7617697107998194
494,SSTK,20,-30,-80,1.0372797107998193,0.222098,-0.8151817107998193
495,SSTK,20,-30,-90,1.0372797107998193,0.022185,-1.0150947107998194
496,SSTK,20,-20,-20,1.0372797107998193,0.200056,-0.8372237107998193
497,SSTK,20,-20,-30,1.0372797107998193,0.086091,-0.9511887107998193
498,SSTK,20,-20,-40,1.0372797107998193,0.224807,-0.8124727107998193
499,SSTK,20,-20,-50,1.0372797107998193,0.067037,-0.9702427107998193
500,SSTK,20,-20,-60,1.0372797107998193,0.043357,-0.9939227107998193
501,SSTK,20,-20,-70,1.0372797107998193,0.10237,-0.9349097107998193
502,SSTK,20,-20,-80,1.0372797107998193,0.056185,-0.9810947107998192
503,SSTK,20,-20,-90,1.0372797107998193,-0.070711,-1.1079907107998193
504,SSTK,20,-10,-20,1.0372797107998193,0.412678,-0.6246017107998193
505,SSTK,20,-10,-30,1.0372797107998193,0.245867,-0.7914127107998192
506,SSTK,20,-10,-40,1.0372797107998193,0.241708,-0.7955717107998193
507,SSTK,20,-10,-50,1.0372797107998193,0.176735,-0.8605447107998193
508,SSTK,20,-10,-60,1.0372797107998193,0.095153,-0.9421267107998192
509,SSTK,20,-10,-70,1.0372797107998193,0.114803,-0.9224767107998193
510,SSTK,20,-10,-80,1.0372797107998193,0.139787,-0.8974927107998193
511,SSTK,20,-10,-90,1.0372797107998193,-0.15177,-1.1890497107998192
512,SSTK,35,-80,-20,0.945415318230852,0.99482,0.04940468176914803
513,SSTK,35,-80,-30,0.945415318230852,0.451895,-0.493520318230852
514,SSTK,35,-80,-40,0.945415318230852,0.337404,-0.608011318230852
515,SSTK,35,-80,-50,0.945415318230852,0.082904,-0.862511318230852
516,SSTK,35,-80,-60,0.945415318230852,0.475295,-0.470120318230852
517,SSTK,35,-80,-70,0.945415318230852,0.589375,-0.356040318230852
518,SSTK,35,-80,-80,0.945415318230852,0.923602,-0.021813318230851975
519,SSTK,35,-80,-90,0.945415318230852,0.736856,-0.20855931823085205
520,SSTK,35,-70,-20,0.945415318230852,0.930507,-0.014908318230852036
521,SSTK,35,-70,-30,0.945415318230852,0.411853,-0.533562318230852
522,SSTK,35,-70,-40,0.945415318230852,0.300552,-0.6448633182308521
523,SSTK,35,-70,-50,0.945415318230852,0.366654,-0.578761318230852
524,SSTK,35,-70,-60,0.945415318230852,0.929857,-0.015558318230851964
525,SSTK,35,-70,-70,0.945415318230852,1.258143,0.312727681769148
526,SSTK,35,-70,-80,0.945415318230852,1.063212,0.11779668176914804
527,SSTK,35,-70,-90,0.945415318230852,1.029047,0.08363168176914804
528,SSTK,35,-60,-20,0.945415318230852,0.776452,-0.16896331823085198
529,SSTK,35,-60,-30,0.945415318230852,0.755835,-0.18958031823085197
530,SSTK,35,-60,-40,0.945415318230852,0.668996,-0.276419318230852
531,SSTK,35,-60,-50,0.945415318230852,0.591524,-0.35389131823085196
532,SSTK,35,-60,-60,0.945415318230852,1.369516,0.42410068176914795
533,SSTK,35,-60,-70,0.945415318230852,1.533511,0.5880956817691481
534,SSTK,35,-60,-80,0.945415318230852,1.100079,0.15466368176914802
535,SSTK,35,-60,-90,0.945415318230852,0.808822,-0.13659331823085197
536,SSTK,35,-50,-20,0.945415318230852,0.954916,0.009500681769147978
537,SSTK,35,-50,-30,0.945415318230852,1.011813,0.06639768176914806
538,SSTK,35,-50,-40,0.945415318230852,0.607086,-0.338329318230852
539,SSTK,35,-50,-50,0.945415318230852,0.049484,-0.895931318230852
540,SSTK,35,-50,-60,0.945415318230852,0.708015,-0.23740031823085206
541,SSTK,35,-50,-70,0.945415318230852,0.819606,-0.12580931823085206
542,SSTK,35,-50,-80,0.945415318230852,0.592245,-0.353170318230852
543,SSTK,35,-50,-90,0.945415318230852,0.444808,-0.500607318230852
544,SSTK,35,-40,-20,0.945415318230852,0.623265,-0.32215031823085205
545,SSTK,35,-40,-30,0.945415318230852,0.85194,-0.09347531823085198
546,SSTK,35,-40,-40,0.945415318230852,-0.02221,-0.967625318230852
547,SSTK,35,-40,-50,0.945415318230852,0.406994,-0.5384213182308519
548,SSTK,35,-40,-60,0.945415318230852,0.778638,-0.16677731823085196
549,SSTK,35,-40,-70,0.945415318230852,0.827399,-0.11801631823085201
550,SSTK,35,-40,-80,0.945415318230852,0.399221,-0.546194318230852
551,SSTK,35,-40,-90,0.945415318230852,0.31822,-0.6271953182308521
552,SSTK,35,-30,-20,0.945415318230852,0.006462,-0.938953318230852
553,SSTK,35,-30,-30,0.945415318230852,0.006271,-0.939144318230852
554,SSTK,35,-30,-40,0.945415318230852,0.203342,-0.742073318230852
555,SSTK,35,-30,-50,0.945415318230852,0.259939,-0.6854763182308521
556,SSTK,35,-30,-60,0.945415318230852,0.620414,-0.325001318230852
557,SSTK,35,-30,-70,0.945415318230852,0.55348,-0.39193531823085204
558,SSTK,35,-30,-80,0.945415318230852,0.189473,-0.755942318230852
559,SSTK,35,-30,-90,0.945415318230852,0.180192,-0.765223318230852
560,SSTK,35,-20,-20,0.945415318230852,0.236515,-0.708900318230852
561,SSTK,35,-20,-30,0.945415318230852,0.154716,-0.790699318230852
562,SSTK,35,-20,-40,0.945415318230852,0.266502,-0.678913318230852
563,SSTK,35,-20,-50,0.945415318230852,0.215689,-0.729726318230852
564,SSTK,35,-20,-60,0.945415318230852,0.759081,-0.186334318230852
565,SSTK,35,-20,-70,0.945415318230852,0.559259,-0.38615631823085206
566,SSTK,35,-20,-80,0.945415318230852,0.2026,-0.742815318230852
567,SSTK,35,-20,-90,0.945415318230852,0.097025,-0.848390318230852
568,SSTK,35,-10,-20,0.945415318230852,0.214214,-0.731201318230852
569,SSTK,35,-10,-30,0.945415318230852,0.274456,-0.670959318230852
570,SSTK,35,-10,-40,0.945415318230852,0.249943,-0.695472318230852
571,SSTK,35,-10,-50,0.945415318230852,0.286294,-0.659121318230852
572,SSTK,35,-10,-60,0.945415318230852,0.755978,-0.18943731823085197
573,SSTK,35,-10,-70,0.945415318230852,0.711246,-0.23416931823085196
574,SSTK,35,-10,-80,0.945415318230852,0.319784,-0.6256313182308519
575,SSTK,35,-10,-90,0.945415318230852,0.119222,-0.8261933182308521
576,SSTK,50,-80,-20,0.7307101727447216,0.688653,-0.04205717274472165
577,SSTK,50,-80,-30,0.7307101727447216,1.345301,0.6145908272552785
578,SSTK,50,-80,-40,0.7307101727447216,0.266084,-0.4646261727447216
579,SSTK,50,-80,-50,0.7307101727447216,0.827722,0.09701182725527835
580,SSTK,50,-80,-60,0.7307101727447216,1.331643,0.6009328272552783
581,SSTK,50,-80,-70,0.7307101727447216,1.045429,0.31471882725527833
582,SSTK,50,-80,-80,0.7307101727447216,0.925583,0.19487282725527844
583,SSTK,50,-80,-90,0.7307101727447216,0.803814,0.07310382725527842
